date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:42:43	150482/150482	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:38%20GMT	https://tsalaya.com/category/work/	ws/tsalaya.com/tsalaya.com/category/work/index.html	(from https://tsalaya.com/)
17:42:43	77052/77052	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:39%20GMT	https://tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/	ws/tsalaya.com/tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/index.html	(from https://tsalaya.com/)
17:42:43	91766/91766	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:40%20GMT	https://tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/	ws/tsalaya.com/tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/index.html	(from https://tsalaya.com/)
17:42:44	74301/74301	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:41%20GMT	https://tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/	ws/tsalaya.com/tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/index.html	(from https://tsalaya.com/)
17:42:47	80332/80332	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:44%20GMT	https://tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/	ws/tsalaya.com/tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/index.html	(from https://tsalaya.com/)
17:42:47	78126/78126	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:44%20GMT	https://tsalaya.com/2023/01/25/mung-3-tet-thay/	ws/tsalaya.com/tsalaya.com/2023/01/25/mung-3-tet-thay/index.html	(from https://tsalaya.com/)
17:42:47	75777/75777	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:44%20GMT	https://tsalaya.com/2023/01/20/chi-ton-ca/	ws/tsalaya.com/tsalaya.com/2023/01/20/chi-ton-ca/index.html	(from https://tsalaya.com/)
17:42:48	79667/79667	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:45%20GMT	https://tsalaya.com/2023/01/15/ban-muon-di-dau/	ws/tsalaya.com/tsalaya.com/2023/01/15/ban-muon-di-dau/index.html	(from https://tsalaya.com/)
17:42:51	63248/63248	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:48%20GMT	https://tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/	ws/tsalaya.com/tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/index.html	(from https://tsalaya.com/)
17:42:51	66758/66758	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:48%20GMT	https://tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/	ws/tsalaya.com/tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/index.html	(from https://tsalaya.com/)
17:42:52	83200/83200	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:48%20GMT	https://tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/	ws/tsalaya.com/tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/index.html	(from https://tsalaya.com/)
17:42:53	93882/93882	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:49%20GMT	https://tsalaya.com/page/2/	ws/tsalaya.com/tsalaya.com/page/2/index.html	(from https://tsalaya.com/)
17:42:54	62089/62089	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:42:51%20GMT	https://tsalaya.com/list-of-posts/?query-4-page=2	ws/tsalaya.com/tsalaya.com/list-of-posts/indexcb5e.html	(from https://tsalaya.com/list-of-posts/)
17:43:50	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:42:53%20GMT	https://tsalaya.com/list-of-posts/?share=facebook	ws/tsalaya.com/tsalaya.com/list-of-posts/index5a58.html	(from https://tsalaya.com/list-of-posts/)
17:43:52	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:42:52%20GMT	https://tsalaya.com/list-of-posts/?share=twitter	ws/tsalaya.com/tsalaya.com/list-of-posts/index9a7b.html	(from https://tsalaya.com/list-of-posts/)
17:43:56	73840/73840	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2257ebe851984f1d201ea597961055bdb9%22	https://tsalaya.com/category/life/feed/	ws/tsalaya.com/tsalaya.com/category/life/feed/index.html	(from https://tsalaya.com/category/life/)
17:44:00	60336/60336	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:43:57%20GMT	https://tsalaya.com/2015/10/30/rua-va-ca/	ws/tsalaya.com/tsalaya.com/2015/10/30/rua-va-ca/index.html	(from https://tsalaya.com/category/life/)
17:44:01	965/965	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22b14a2647a1e26369ecfbe393b530cb9f%22	https://tsalaya.com/2023/02/10/ve-ten-goi-ts-alaya/feed/	ws/tsalaya.com/tsalaya.com/2023/02/10/ve-ten-goi-ts-alaya/feed/index.html	(from https://tsalaya.com/2023/02/10/ve-ten-goi-ts-alaya/)
17:44:03	61608/61608	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:44:00%20GMT	https://tsalaya.com/2015/09/25/khong-ten-1/	ws/tsalaya.com/tsalaya.com/2015/09/25/khong-ten-1/index.html	(from https://tsalaya.com/category/life/)
17:44:06	119822/119822	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22392ca7345a8d1cd4dbd736588ae6bf36%22	https://tsalaya.com/author/tsalaya/feed/	ws/tsalaya.com/tsalaya.com/author/tsalaya/feed/index.html	(from https://tsalaya.com/author/tsalaya/)
17:44:06	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:42:55%20GMT	https://tsalaya.com/2023/02/10/ve-ten-goi-ts-alaya/?share=twitter	ws/tsalaya.com/tsalaya.com/2023/02/10/ve-ten-goi-ts-alaya/index9a7b.html	(from https://tsalaya.com/2023/02/10/ve-ten-goi-ts-alaya/)
17:44:08	94806/94806	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:44:04%20GMT	https://tsalaya.com/author/tsalaya/page/2/	ws/tsalaya.com/tsalaya.com/author/tsalaya/page/2/index.html	(from https://tsalaya.com/author/tsalaya/)
17:45:00	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:43:51%20GMT	https://tsalaya.com/2023/02/10/ve-ten-goi-ts-alaya/?share=facebook	ws/tsalaya.com/tsalaya.com/2023/02/10/ve-ten-goi-ts-alaya/index5a58.html	(from https://tsalaya.com/2023/02/10/ve-ten-goi-ts-alaya/)
17:45:04	60119/60119	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22101b7fbe159fc9e866b290f6d2e565b2%22	https://tsalaya.com/category/work/productivity/feed/	ws/tsalaya.com/tsalaya.com/category/work/productivity/feed/index.html	(from https://tsalaya.com/category/work/productivity/)
17:45:08	94901/94901	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%220eb3043e0f4faa05c9268674a152f2fd%22	https://tsalaya.com/category/work/feed/	ws/tsalaya.com/tsalaya.com/category/work/feed/index.html	(from https://tsalaya.com/category/work/)
17:45:12	82198/82198	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:45:09%20GMT	https://tsalaya.com/category/work/management/	ws/tsalaya.com/tsalaya.com/category/work/management/index.html	(from https://tsalaya.com/category/work/)
17:45:14	995/995	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22d3da3b950f36d006324cb23db80fa9ed%22	https://tsalaya.com/2023/02/25/boi-nuoc-va-boi-tien-do/feed/	ws/tsalaya.com/tsalaya.com/2023/02/25/boi-nuoc-va-boi-tien-do/feed/index.html	(from https://tsalaya.com/2023/02/25/boi-nuoc-va-boi-tien-do/)
17:45:21	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:44:08%20GMT	https://tsalaya.com/2023/02/25/boi-nuoc-va-boi-tien-do/?share=facebook	ws/tsalaya.com/tsalaya.com/2023/02/25/boi-nuoc-va-boi-tien-do/index5a58.html	(from https://tsalaya.com/2023/02/25/boi-nuoc-va-boi-tien-do/)
17:45:23	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:44:07%20GMT	https://tsalaya.com/2023/02/25/boi-nuoc-va-boi-tien-do/?share=twitter	ws/tsalaya.com/tsalaya.com/2023/02/25/boi-nuoc-va-boi-tien-do/index9a7b.html	(from https://tsalaya.com/2023/02/25/boi-nuoc-va-boi-tien-do/)
17:46:19	996/996	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2264bbe35f83c92fd4631cfdf7966c4394%22	https://tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/feed/	ws/tsalaya.com/tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/feed/index.html	(from https://tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/)
17:46:29	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:45:14%20GMT	https://tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/?share=twitter	ws/tsalaya.com/tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/index9a7b.html	(from https://tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/)
17:46:30	1124/1124	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22e42864cdd391156a804c30e5537276b2%22	https://tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/feed/	ws/tsalaya.com/tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/feed/index.html	(from https://tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/)
17:46:34	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:45:22%20GMT	https://tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/?share=facebook	ws/tsalaya.com/tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/index5a58.html	(from https://tsalaya.com/2023/02/05/thu-nhi-tu-cho-thu-ba-tu-chua/)
17:47:35	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:46:20%20GMT	https://tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/?share=twitter	ws/tsalaya.com/tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/index9a7b.html	(from https://tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/)
17:47:37	988/988	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%224c147ec868064d93e523981d7e3760e6%22	https://tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/feed/	ws/tsalaya.com/tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/feed/index.html	(from https://tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/)
17:47:45	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:46:30%20GMT	https://tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/?share=facebook	ws/tsalaya.com/tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/index5a58.html	(from https://tsalaya.com/2023/01/30/quan-ly-thoi-gian-bai-so-2-ivy-lee-einstein-window-calendar-settings/)
17:47:48	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:46:34%20GMT	https://tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/?share=twitter	ws/tsalaya.com/tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/index9a7b.html	(from https://tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/)
17:48:45	1065/1065	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2215940b547b468718201bfd578da2c22c%22	https://tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/feed/	ws/tsalaya.com/tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/feed/index.html	(from https://tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/)
17:48:47	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:47:36%20GMT	https://tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/?share=facebook	ws/tsalaya.com/tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/index5a58.html	(from https://tsalaya.com/2023/01/05/quan-ly-thoi-gian-bai-so-0/)
17:49:01	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:47:46%20GMT	https://tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/?share=twitter	ws/tsalaya.com/tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/index9a7b.html	(from https://tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/)
17:49:04	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:47:49%20GMT	https://tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/?share=facebook	ws/tsalaya.com/tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/index5a58.html	(from https://tsalaya.com/2023/01/10/quan-ly-thoi-gian-bai-so-1-nguyen-tac-eisenhower/)
17:49:52	951/951	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%2263fa46543b09cf4fc8805cf6eecae391%22	https://tsalaya.com/2023/01/25/mung-3-tet-thay/feed/	ws/tsalaya.com/tsalaya.com/2023/01/25/mung-3-tet-thay/feed/index.html	(from https://tsalaya.com/2023/01/25/mung-3-tet-thay/)
17:49:58	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:48:48%20GMT	https://tsalaya.com/2023/01/25/mung-3-tet-thay/?share=twitter	ws/tsalaya.com/tsalaya.com/2023/01/25/mung-3-tet-thay/index9a7b.html	(from https://tsalaya.com/2023/01/25/mung-3-tet-thay/)
17:50:09	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:49:02%20GMT	https://tsalaya.com/2023/01/25/mung-3-tet-thay/?share=facebook	ws/tsalaya.com/tsalaya.com/2023/01/25/mung-3-tet-thay/index5a58.html	(from https://tsalaya.com/2023/01/25/mung-3-tet-thay/)
17:50:12	932/932	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%226b2cf07a7baa66dc687ed2395a4df759%22	https://tsalaya.com/2023/01/20/chi-ton-ca/feed/	ws/tsalaya.com/tsalaya.com/2023/01/20/chi-ton-ca/feed/index.html	(from https://tsalaya.com/2023/01/20/chi-ton-ca/)
17:51:00	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:49:53%20GMT	https://tsalaya.com/2023/01/20/chi-ton-ca/?share=twitter	ws/tsalaya.com/tsalaya.com/2023/01/20/chi-ton-ca/index9a7b.html	(from https://tsalaya.com/2023/01/20/chi-ton-ca/)
17:51:03	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:49:59%20GMT	https://tsalaya.com/2023/01/20/chi-ton-ca/?share=facebook	ws/tsalaya.com/tsalaya.com/2023/01/20/chi-ton-ca/index5a58.html	(from https://tsalaya.com/2023/01/20/chi-ton-ca/)
17:51:16	953/953	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%22eb550fd71eb6d666d22b3ab38221089a%22	https://tsalaya.com/2023/01/15/ban-muon-di-dau/feed/	ws/tsalaya.com/tsalaya.com/2023/01/15/ban-muon-di-dau/feed/index.html	(from https://tsalaya.com/2023/01/15/ban-muon-di-dau/)
17:51:23	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:50:13%20GMT	https://tsalaya.com/2023/01/15/ban-muon-di-dau/?share=twitter	ws/tsalaya.com/tsalaya.com/2023/01/15/ban-muon-di-dau/index9a7b.html	(from https://tsalaya.com/2023/01/15/ban-muon-di-dau/)
17:52:09	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:51:01%20GMT	https://tsalaya.com/2023/01/15/ban-muon-di-dau/?share=facebook	ws/tsalaya.com/tsalaya.com/2023/01/15/ban-muon-di-dau/index5a58.html	(from https://tsalaya.com/2023/01/15/ban-muon-di-dau/)
17:52:11	1099/1099	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%225bfaa09bd7b62283c95c373f63f6f4e6%22	https://tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/feed/	ws/tsalaya.com/tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/feed/index.html	(from https://tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/)
17:52:32	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:51:17%20GMT	https://tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/?share=twitter	ws/tsalaya.com/tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/index9a7b.html	(from https://tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/)
17:52:39	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:51:24%20GMT	https://tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/?share=facebook	ws/tsalaya.com/tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/index5a58.html	(from https://tsalaya.com/2022/12/15/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation/)
17:53:17	1113/1113	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%227a39c0ccf47cdcb02f1ce287a1796ac8%22	https://tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/feed/	ws/tsalaya.com/tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/feed/index.html	(from https://tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/)
17:53:27	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:52:11%20GMT	https://tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/?share=twitter	ws/tsalaya.com/tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/index9a7b.html	(from https://tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/)
17:53:47	997/997	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%221b2d079aadbfd28086aac0d7add5d074%22	https://tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/feed/	ws/tsalaya.com/tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/feed/index.html	(from https://tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/)
17:53:48	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:52:33%20GMT	https://tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/?share=facebook	ws/tsalaya.com/tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/index5a58.html	(from https://tsalaya.com/2022/12/25/mot-so-suy-nghi-ve-trao-quyen-trong-cong-viec-delegation-phan-2/)
17:53:51	69090/69090	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:53:48%20GMT	https://tsalaya.com/list-of-posts/?query-4-page=1	ws/tsalaya.com/tsalaya.com/list-of-posts/index51f3.html	(from https://tsalaya.com/list-of-posts/?query-4-page=2)
17:53:52	68799/68799	---MCZ	200	added ('OK')	text/html	date:Sat,%2004%20Mar%202023%2010:53:49%20GMT	https://tsalaya.com/list-of-posts/?cst	ws/tsalaya.com/tsalaya.com/list-of-posts/index2b9e.html	(from https://tsalaya.com/list-of-posts/?query-4-page=2)
17:54:33	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:53:17%20GMT	https://tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/?share=twitter	ws/tsalaya.com/tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/index9a7b.html	(from https://tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/)
17:54:41	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:53:27%20GMT	https://tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/?share=facebook	ws/tsalaya.com/tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/index5a58.html	(from https://tsalaya.com/2022/12/30/lam-the-nao-de-ra-quyet-dinh/)
17:54:58	930/930	---MCZ	200	added ('OK')	application/rss+xml	etag:W/%229cadb5835bb3004ab1694fda921678a3%22	https://tsalaya.com/2015/10/30/rua-va-ca/feed/	ws/tsalaya.com/tsalaya.com/2015/10/30/rua-va-ca/feed/index.html	(from https://tsalaya.com/2015/10/30/rua-va-ca/)
17:55:00	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:53:53%20GMT	https://tsalaya.com/2015/10/30/rua-va-ca/?share=twitter	ws/tsalaya.com/tsalaya.com/2015/10/30/rua-va-ca/index9a7b.html	(from https://tsalaya.com/2015/10/30/rua-va-ca/)
17:55:38	0/0	---MC-	302	error ('Found')	text/html	date:Sat,%2004%20Mar%202023%2010:54:34%20GMT	https://tsalaya.com/2015/10/30/rua-va-ca/?share=facebook	ws/tsalaya.com/tsalaya.com/2015/10/30/rua-va-ca/index5a58.html	(from https://tsalaya.com/2015/10/30/rua-va-ca/)
